JD,flux,obs
 2455855.7923200000077486,      1.0163423,KELT
 2455855.8029350000433624,      1.0057180,KELT
 2455855.8396100001409650,      1.0197613,KELT
 2455855.8479570001363754,      0.9873213,KELT
 2455855.8790770000778139,      1.0270380,KELT
 2455855.8851660001091659,      1.0206541,KELT
 2455855.8873930000700057,      1.0200424,KELT
 2455855.8896189997904003,      1.0196382,KELT
 2455855.8918449999764562,      0.9654868,KELT
 2455855.8940710001625121,      1.0056304,KELT
 2455855.8962960001081228,      1.0228270,KELT
 2455855.8985199998132885,      0.9960253,KELT
 2455855.9007419999688864,      1.0052319,KELT
 2455855.9055550000630319,      0.9752287,KELT
 2455855.9103720001876354,      0.9864751,KELT
 2455855.9151980001479387,      0.9847869,KELT
 2455855.9200129997916520,      1.0337956,KELT
 2455855.9248250001110137,      1.0034840,KELT
 2455855.9296439997851849,      1.0106357,KELT
 2455855.9344680001959205,      1.0260923,KELT
 2455855.9392900001257658,      0.9875393,KELT
 2455855.9441100000403821,      0.9532491,KELT
 2455855.9489259999245405,      1.0122371,KELT
 2455855.9537450000643730,      1.0193660,KELT
 2455856.6720489999279380,      0.9820284,KELT
 2455856.6849730000831187,      0.9696440,KELT
 2455856.6932239998131990,      0.9167858,KELT
 2455856.7014819998294115,      0.9453749,KELT
 2455856.7123110000975430,      0.9278378,KELT
 2455856.7205639998428524,      0.9421678,KELT
 2455856.7288250001147389,      0.9807268,KELT
 2455856.7370830001309514,      0.9515073,KELT
 2455856.7477359999902546,      0.9250222,KELT
 2455856.7606529998593032,      0.9725677,KELT
 2455856.7713060001842678,      0.9639988,KELT
 2455856.7819579998031259,      0.9577237,KELT
 2455856.7926059998571873,      0.9726669,KELT
 2455856.8800880000926554,      0.9149864,KELT
 2455856.8858920000493526,      0.9474549,KELT
 2455856.8917009998112917,      0.9401524,KELT
 2455856.8975060000084341,      0.9039128,KELT
 2455856.9033169997856021,      0.9009780,KELT
 2455856.9117040000855923,      0.9547428,KELT
 2455856.9200829998590052,      0.9340593,KELT
 2455856.9284589998424053,      0.9264846,KELT
 2455856.9368389998562634,      0.9155673,KELT
 2455856.9452229999005795,      0.9519418,KELT
 2455856.9536020001396537,      0.9371009,KELT
 2455857.6646569999866188,      0.9855801,KELT
 2455857.6775659997947514,      0.9498957,KELT
 2455857.6882139998488128,      0.9953882,KELT
 2455857.6964679998345673,      1.0485091,KELT
 2455857.7047190000303090,      0.9658645,KELT
 2455857.7155430000275373,      0.9515774,KELT
 2455857.7237999998033047,      1.0155013,KELT
 2455857.7320500002242625,      0.9997694,KELT
 2455857.7426999998278916,      0.9602845,KELT
 2455857.7556059998460114,      0.9879625,KELT
 2455857.7662470000796020,      0.9865794,KELT
 2455857.7768999999389052,      1.0125397,KELT
 2455857.7875459999777377,      0.9920278,KELT
 2455857.8347000000067055,      0.9888499,KELT
 2455857.8750049998052418,      0.9698811,KELT
 2455857.8833860000595450,      1.0122371,KELT
 2455857.8891900000162423,      0.9854315,KELT
 2455857.8949980000033975,      1.0024676,KELT
 2455857.9007979999296367,      0.9339649,KELT
 2455857.9091759999282658,      0.9966127,KELT
 2455857.9198119998909533,      0.9590083,KELT
 2455857.9304639999754727,      1.0120504,KELT
 2455857.9411089997738600,      1.0068810,KELT
 2455857.9517600000835955,      0.9623889,KELT
 2455858.6623370000161231,      1.0083704,KELT
 2455858.6752539998851717,      1.0073868,KELT
 2455858.6858950001187623,      0.9533845,KELT
 2455858.6941470000892878,      1.0161270,KELT
 2455858.7024059998802841,      0.9953412,KELT
 2455858.7132319998927414,      1.0349895,KELT
 2455858.7214939999394119,      0.9827252,KELT
 2455858.7297530001960695,      0.9444702,KELT
 2455858.7404069998301566,      0.9861895,KELT
 2455858.7533249999396503,      0.9793645,KELT
 2455858.7639750000089407,      1.0018628,KELT
 2455858.7746259998530149,      1.0136967,KELT
 2455858.7852759999223053,      1.0067929,KELT
 2455858.8324560001492500,      0.9965022,KELT
 2455858.8431110000237823,      1.0396862,KELT
 2455858.8811670001596212,      1.0268767,KELT
 2455858.8869759999215603,      0.9911848,KELT
 2455858.8927819998934865,      0.9993981,KELT
 2455858.9011590001173317,      1.0075402,KELT
 2455858.9118010001257062,      0.9893332,KELT
 2455858.9224530002102256,      0.9977239,KELT
 2455858.9331069998443127,      0.9980088,KELT
 2455858.9461150001734495,      1.0048435,KELT
 2455860.6574800000526011,      1.0196620,KELT
 2455860.6704000001773238,      1.0167264,KELT
 2455860.6810579998418689,      0.9971307,KELT
 2455860.6893139998428524,      1.0057368,KELT
 2455860.6975750001147389,      1.0262662,KELT
 2455860.7166539998725057,      1.0360969,KELT
 2455860.7249150001443923,      1.0765553,KELT
 2455860.7355550001375377,      1.0545912,KELT
 2455860.7484720000065863,      0.9669946,KELT
 2455860.7591160000301898,      1.0388581,KELT
 2455860.7697660000994802,      1.0304619,KELT
 2455860.7804140001535416,      1.0281203,KELT
 2455860.8678919998928905,      0.9881304,KELT
 2455860.8737010001204908,      0.9990109,KELT
 2455860.8795090001076460,      0.9810938,KELT
 2455860.8853170000948012,      1.0256103,KELT
 2455860.8911259998567402,      1.0127875,KELT
 2455860.9017779999412596,      1.0174149,KELT
 2455860.9124309998005629,      0.9747171,KELT
 2455860.9230769998393953,      0.9466698,KELT
 2455860.9337269999086857,      1.0177156,KELT
 2455861.6851559998467565,      0.9965802,KELT
 2455861.7127709998749197,      0.9890359,KELT
 2455861.7210889998823404,      1.0224737,KELT
 2455861.7318370002321899,      1.0225209,KELT
 2455861.7451050002127886,      0.9435042,KELT
 2455861.7558519998565316,      1.0414735,KELT
 2455861.7666119998320937,      1.0254158,KELT
 2455861.7773560001514852,      1.0017428,KELT
 2455861.8118989998474717,      0.9994431,KELT
 2455861.8249450000002980,      0.9397541,KELT
 2455861.8356969999149442,      0.9114531,KELT
 2455861.8464359999634326,      0.9638958,KELT
 2455861.8995010000653565,      0.9698993,KELT
 2455861.9101169998757541,      1.0184566,KELT
 2455861.9207350001670420,      0.9826127,KELT
 2455861.9313550000078976,      0.9581084,KELT
 2455862.6508610001765192,      1.0020288,KELT
 2455862.6638739998452365,      0.9396976,KELT
 2455862.6747189997695386,      1.0075073,KELT
 2455862.6830759998410940,      0.9745772,KELT
 2455862.7108880002051592,      1.0306714,KELT
 2455862.7191960001364350,      1.0220596,KELT
 2455862.7300149998627603,      0.9983073,KELT
 2455862.7431020000949502,      1.0077761,KELT
 2455862.7539289998821914,      1.0163893,KELT
 2455862.7646169997751713,      1.0265322,KELT
 2455862.7752249999903142,      1.0552526,KELT
 2455862.8093739999458194,      1.0161892,KELT
 2455862.8222610000520945,      0.9686041,KELT
 2455862.8328700000420213,      0.9869030,KELT
 2455862.8434870000928640,      0.9386300,KELT
 2455862.8540949998423457,      0.9785484,KELT
 2455862.8962500002235174,      1.0092773,KELT
 2455862.9068669998086989,      0.9562744,KELT
 2455862.9174879998899996,      0.9675348,KELT
 2455862.9281089999713004,      0.9494814,KELT
 2455863.5079999999143183,      1.0000000,AAVSO
 2455863.6483399998396635,      1.3061713,Catalina
 2455863.6534400000236928,      1.3931586,Catalina
 2455863.6585900001227856,      1.3803854,Catalina
 2455863.6636999999172986,      1.3182578,Catalina
 2455863.6658549997955561,      1.0536202,KELT
 2455863.7096290001645684,      1.0730115,KELT
 2455863.7178659997880459,      1.0140706,KELT
 2455863.7284829998388886,      1.0453651,KELT
 2455863.7413809997960925,      1.0816939,KELT
 2455863.7520030001178384,      1.0045052,KELT
 2455863.7626280002295971,      1.0000648,KELT
 2455863.7732609999366105,      1.0098761,KELT
 2455863.8074289998039603,      1.0010378,KELT
 2455863.8203150001354516,      1.0048710,KELT
 2455863.8309349999763072,      1.0375537,KELT
 2455863.8415600000880659,      1.0053158,KELT
 2455863.8521810001693666,      1.0181659,KELT
 2455863.8837279998697340,      1.0191233,KELT
 2455863.9049700000323355,      1.0307524,KELT
 2455863.9155919998884201,      0.9660742,KELT
 2455863.9262160002253950,      1.0028826,KELT
 2455864.6446779998950660,      0.6287357,KELT
 2455864.6576869999989867,      0.6872523,KELT
 2455864.6683849999681115,      0.7051219,KELT
 2455864.6766519998200238,      0.6887609,KELT
 2455864.7040180000476539,      0.8199437,KELT
 2455864.7122809998691082,      0.8570935,KELT
 2455864.7229459998197854,      0.8951419,KELT
 2455864.7358789998106658,      0.9072769,KELT
 2455864.7465340001508594,      0.9286838,KELT
 2455864.7571859997697175,      0.9375715,KELT
 2455864.7678450001403689,      0.9308602,KELT
 2455864.7785160001367331,      0.9744691,KELT
 2455864.8176350002177060,      0.9592209,KELT
 2455864.8282949998974800,      0.9927652,KELT
 2455864.8389570000581443,      0.9882302,KELT
 2455864.8496159999631345,      0.9630802,KELT
 2455864.8812660002149642,      0.9611565,KELT
 2455864.8919199998490512,      0.9772074,KELT
 2455864.9025820000097156,      1.0283537,KELT
 2455864.9132420001551509,      0.9737298,KELT
 2455864.9238979998044670,      0.9811928,KELT
 2455865.6441350001841784,      0.9894823,KELT
 2455865.6570529998280108,      0.9927960,KELT
 2455865.6676969998516142,      1.0079156,KELT
 2455865.6759569998830557,      1.0058659,KELT
 2455865.6842200001701713,      1.0001471,KELT
 2455865.7033130000345409,      0.9533321,KELT
 2455865.7115679997950792,      0.9632963,KELT
 2455865.7222219998948276,      0.9953325,KELT
 2455865.7351390002295375,      1.0114020,KELT
 2455865.7457889998331666,      0.9922021,KELT
 2455865.7564429999329150,      0.9657044,KELT
 2455865.7670959997922182,      1.0052454,KELT
 2455865.8013470000587404,      0.9773415,KELT
 2455865.8142789998091757,      0.9372048,KELT
 2455865.8249220000579953,      0.9914493,KELT
 2455865.8355769999325275,      0.9266210,KELT
 2455865.8778639999218285,      0.9803799,KELT
 2455865.8885189997963607,      1.0491904,KELT
 2455865.8991740001365542,      0.9633107,KELT
 2455865.9098260002210736,      0.9604139,KELT
 2455865.9204799998551607,      0.9666343,KELT
 2455866.6974109997972846,      1.0308330,KELT
 2455866.7056249999441206,      1.0146866,KELT
 2455866.7162170000374317,      1.0016130,KELT
 2455866.7290750001557171,      1.0127265,KELT
 2455866.7419469999149442,      1.0041258,KELT
 2455866.7525630001910031,      0.9964063,KELT
 2455866.7631780002266169,      1.0146319,KELT
 2455866.7972980001941323,      1.0007334,KELT
 2455866.8101679999381304,      0.9379048,KELT
 2455866.8207829999737442,      0.9817166,KELT
 2455866.8586670001968741,      0.9868575,KELT
 2455866.8644639998674393,      1.0244206,KELT
 2455866.8760449998080730,      1.0193102,KELT
 2455866.8866360001266003,      0.9933223,KELT
 2455866.8972280002199113,      1.0019318,KELT
 2455866.9078379999846220,      0.9833726,KELT
 2455866.9184480002149940,      1.0213592,KELT
 2455867.4219999997876585,      1.0964770,AAVSO
 2455867.6373919998295605,      1.0059123,KELT
 2455867.6480399998836219,      1.0394800,KELT
 2455867.6586830001324415,      1.0350758,KELT
 2455867.6635259999893606,      1.0787193,KELT
 2455867.6683669998310506,      1.0065144,KELT
 2455867.6732109999284148,      1.0349702,KELT
 2455867.6780340000987053,      1.0310800,KELT
 2455867.6925149997696280,      1.0363928,KELT
 2455867.6984740002080798,      1.0616175,KELT
 2455867.7044409997761250,      1.0005623,KELT
 2455867.7127890000119805,      0.9905499,KELT
 2455867.7211279999464750,      1.0131092,KELT
 2455867.7317300001159310,      1.0002217,KELT
 2455867.7423370000906289,      1.0209581,KELT
 2455867.7529299999587238,      1.0102211,KELT
 2455867.7635470000095665,      1.0077850,KELT
 2455867.7976830000989139,      1.0355483,KELT
 2455867.8105569998733699,      1.0241385,KELT
 2455867.8211739999242127,      1.0215477,KELT
 2455867.8317889999598265,      1.0071231,KELT
 2455867.8764519998803735,      1.0421113,KELT
 2455867.8870660001412034,      1.0222253,KELT
 2455867.8976770001463592,      0.9875121,KELT
 2455867.9082760000601411,      1.0105979,KELT
 2455867.9212409998290241,      1.0006773,KELT
 2455868.6357490001246333,      1.0630662,KELT
 2455868.6429770002141595,      1.0354954,KELT
 2455868.6890799999237061,      1.0312984,KELT
 2455868.6950630000792444,      1.0335133,KELT
 2455868.7010510000400245,      1.0710659,KELT
 2455868.7070360002107918,      1.0768920,KELT
 2455868.7154100001789629,      1.0376338,KELT
 2455868.7260549999773502,      1.0238779,KELT
 2455868.7366960002109408,      1.0514868,KELT
 2455868.7473260001279414,      1.0305004,KELT
 2455868.7579760001972318,      1.0203195,KELT
 2455868.7922160001471639,      0.9946406,KELT
 2455868.8051350000314415,      0.9908835,KELT
 2455868.8157870001159608,      0.9860852,KELT
 2455868.8264359999448061,      1.0271034,KELT
 2455868.8370860000140965,      0.9933321,KELT
 2455868.8844820000231266,      1.0425829,KELT
 2455868.8951190002262592,      1.0109698,KELT
 2455868.9057669998146594,      0.9981930,KELT
 2455868.9187719998881221,      1.0111651,KELT
 2455869.6886450001038611,      0.9730974,KELT
 2455869.6908689998090267,      1.0452402,KELT
 2455869.6930929999798536,      1.0165110,KELT
 2455869.6953179999254644,      0.9735633,KELT
 2455869.6975409998558462,      1.0161461,KELT
 2455869.6997690000571311,      1.0072938,KELT
 2455869.7020000000484288,      1.0207989,KELT
 2455869.7042240002192557,      1.0000000,KELT
 2455869.7064479999244213,      1.0113477,KELT
 2455869.7086729998700321,      0.9846012,KELT
 2455869.7134920000098646,      1.0285279,KELT
 2455869.7183119999244809,      1.0068581,KELT
 2455869.7231279998086393,      0.9805922,KELT
 2455869.7279440001584589,      0.9230399,KELT
 2455869.7327629998326302,      1.0505590,KELT
 2455869.7375779999420047,      1.0030261,KELT
 2455869.7423939998261631,      0.9815487,KELT
 2455869.7472149999812245,      0.9894552,KELT
 2455869.7520329998806119,      0.9722281,KELT
 2455869.7568540000356734,      0.9915357,KELT
 2455869.7993740001693368,      0.9999502,KELT
 2455869.8077320000156760,      0.9681937,KELT
 2455869.8160760002210736,      0.9980176,KELT
 2455869.8244239999912679,      1.0087013,KELT
 2455869.8774649999104440,      0.9878309,KELT
 2455869.8880739999003708,      0.9844150,KELT
 2455869.8986869999207556,      0.9590441,KELT
 2455869.9092890000902116,      1.0091654,KELT
 2455880.6240039998665452,      1.0351521,KELT
 2455880.6594619997777045,      0.9871699,KELT
 2455880.6676929998211563,      1.0536884,KELT
 2455880.6782869999296963,      1.0008293,KELT
 2455880.6889010001905262,      1.0519915,KELT
 2455880.6995049999095500,      0.9978743,KELT
 2455882.6039579999633133,      1.0138279,KELT
 2455882.6168849999085069,      1.0218902,KELT
 2455882.6524970000609756,      1.0470998,KELT
 2455882.6607400001958013,      1.0676093,KELT
 2455882.6713780001737177,      1.0486058,KELT
 2455882.6820270000025630,      1.0374721,KELT
 2455882.6949959998019040,      1.0187981,KELT
 2455883.5932289999909699,      1.0418670,KELT
 2455883.6061570001766086,      1.0460196,KELT
 2455883.6168189998716116,      1.0234441,KELT
 2455883.6524180001579225,      1.0316120,KELT
 2455883.6606800002045929,      1.0616770,KELT
 2455883.6713270000182092,      1.0324574,KELT
 2455883.6842499999329448,      1.0366979,KELT
 2455883.6948959999717772,      1.0009402,KELT
 2455883.7055440000258386,      1.0305389,KELT
 2455883.7161969998851418,      1.0267485,KELT
 2455883.7268480001948774,      0.9854178,KELT
 2455883.7530330000445247,      0.9890226,KELT
 2455883.7659539999440312,      1.0034466,KELT
 2455883.7766120000742376,      1.0139724,KELT
 2455883.7872669999487698,      1.0294812,KELT
 2455883.7979159997776151,      1.0425154,KELT
 2455883.8463079999201000,      1.0191792,KELT
 2455883.8546859999187291,      1.0574269,KELT
 2455883.8630679999478161,      0.9781789,KELT
 2455883.8714310000650585,      1.0390072,KELT
 2455883.8798150001093745,      1.0065937,KELT
 2455884.6221650000661612,      0.6433804,KELT
 2455884.6495110001415014,      0.3985991,KELT
 2455884.6577659999020398,      0.4449553,KELT
 2455884.6684139999561012,      0.3606552,KELT
 2455888.4350000000558794,      1.0000000,AAVSO
 2455888.6401820001192391,      0.9993832,KELT
 2455888.6484509999863803,      0.9950670,KELT
 2455888.6591059998609126,      1.0247359,KELT
 2455888.6720449998974800,      0.9835586,KELT
 2455888.6827010000124574,      1.0123719,KELT
 2455888.6933679999783635,      0.9881437,KELT
 2455888.7040280001237988,      0.9613732,KELT
 2455888.7381679997779429,      0.9675879,KELT
 2455888.7510350001975894,      0.9792781,KELT
 2455888.7616420001722872,      0.9873669,KELT
 2455888.7722470001317561,      0.9995452,KELT
 2455888.7828509998507798,      0.9807233,KELT
 2455888.7911930000409484,      0.9909737,KELT
 2455888.7969729998148978,      0.9586461,KELT
 2455888.8027579998597503,      0.9876217,KELT
 2455888.8085420001298189,      0.9843609,KELT
 2455888.8461509998887777,      0.9663670,KELT
 2455888.8567599998787045,      0.9178299,KELT
 2455889.6042160000652075,      0.9572654,KELT
 2455889.6314440001733601,      1.1482065,KELT
 2455889.6396659999154508,      1.0041258,KELT
 2455889.6478889998979867,      0.9830511,KELT
 2455889.8134750002063811,      0.9781606,KELT
 2455889.8346939999610186,      0.9542942,KELT
 2455889.8453009999357164,      0.8718513,KELT
 2455889.8559039998799562,      0.9912032,KELT
 2455892.6291149999015033,      1.0089929,KELT
 2455892.6373399998992682,      0.9543427,KELT
 2455892.6479460000991821,      0.9833685,KELT
 2455892.6608170000836253,      0.9889632,KELT
 2455892.6714240000583231,      0.9680016,KELT
 2455892.6820279997773468,      0.9356300,KELT
 2455892.6926299999468029,      0.9629864,KELT
 2455892.7267459998838603,      0.9976780,KELT
 2455892.7396080000326037,      0.9732274,KELT
 2455892.7502239998430014,      0.9969246,KELT
 2455892.7608309998176992,      0.9679620,KELT
 2455892.7714370000176132,      0.9685509,KELT
 2455892.7797860000282526,      0.9596624,KELT
 2455892.8398870001547039,      1.0128251,KELT
 2455892.8528419998474419,      0.9799924,KELT
 2455893.4640000001527369,      1.0964770,AAVSO
 2455893.5660199997946620,      0.8877931,KELT
 2455893.5766250002197921,      0.8782136,KELT
 2455893.5872280001640320,      0.8577017,KELT
 2455893.5954550001770258,      0.8616045,KELT
 2455893.6226880000904202,      0.7769486,KELT
 2455893.6309099998325109,      0.7929838,KELT
 2455893.6415120000019670,      0.7395914,KELT
 2455893.6521069998852909,      0.7558442,KELT
 2455893.6649699998088181,      0.6702425,KELT
 2455893.6755690001882613,      0.6584877,KELT
 2455893.6861720001325011,      0.6051569,KELT
 2455893.6967779998667538,      0.5477274,KELT
 2455893.7228120001964271,      0.5494276,KELT
 2455893.7356819999404252,      0.5072873,KELT
 2455893.7462880001403391,      0.5107237,KELT
 2455893.7568910000845790,      0.4802801,KELT
 2455893.7675040001049638,      0.5077832,KELT
 2455893.7758499998599291,      0.4459010,KELT
 2455893.8333669998683035,      0.3508963,KELT
 2455893.8439779998734593,      0.3246970,KELT
 2455894.5660720001906157,      0.6955686,KELT
 2455894.5767140001989901,      0.7230765,KELT
 2455894.5874669998884201,      0.7415494,KELT
 2455894.6230600001290441,      0.7317724,KELT
 2455894.6313189999200404,      0.6911434,KELT
 2455894.6419609999284148,      0.7066495,KELT
 2455894.6548879998736084,      0.7315974,KELT
 2455894.6655319998972118,      0.7487144,KELT
 2455894.6868210001848638,      0.7318737,KELT
 2455894.7210659999400377,      0.8070612,KELT
 2455894.7339770002290606,      0.7981608,KELT
 2455894.7446280000731349,      0.7679456,KELT
 2455894.7552780001424253,      0.7499400,KELT
 2455894.7659209999255836,      0.7777404,KELT
 2455894.8239910001866519,      0.7608907,KELT
 2455894.8346440000459552,      0.7778839,KELT
 2455894.8476379998028278,      0.7469751,KELT
 2455895.3859999999403954,      1.0000000,AAVSO
 2455895.6277239997871220,      0.9814410,KELT
 2455895.6361830001696944,      0.9907597,KELT
 2455895.6445679999887943,      1.0032111,KELT
 2455895.6552220000885427,      0.9703054,KELT
 2455895.6658640000969172,      0.9917447,KELT
 2455895.6765069998800755,      0.9913527,KELT
 2455895.6871460000984371,      0.9925944,KELT
 2455895.7133010001853108,      0.9875393,KELT
 2455895.7239450002089143,      0.9314304,KELT
 2455895.7368580000475049,      0.9352989,KELT
 2455895.7475080001167953,      0.9688987,KELT
 2455895.7581549999304116,      1.0023663,KELT
 2455895.7688099998049438,      0.9719289,KELT
 2455895.8158920002169907,      0.9722246,KELT
 2455895.8265399998053908,      0.9719471,KELT
 2455895.8371919998899102,      0.9601840,KELT
 2455896.7471570000052452,      0.9800462,KELT
 2455896.7578810001723468,      0.9357119,KELT
 2455896.8132409998215735,      0.9616886,KELT
 2455896.8239759998396039,      0.9669826,KELT
 2455896.8347310000099242,      0.9694254,KELT
 2455899.4350000000558794,      0.9120100,AAVSO
 2455905.3700000001117587,      1.0000000,AAVSO
 2455906.5767199997790158,      1.0270700,AAVSO
 2455911.5750090000219643,      0.9939489,KELT
 2455911.5809900001622736,      0.9750353,KELT
 2455911.5869559999555349,      1.0248497,KELT
 2455911.5975640001706779,      0.9399484,KELT
 2455912.5718049998395145,      1.0188361,KELT
 2455912.5777810001745820,      0.9969654,KELT
 2455912.5837579998187721,      0.9671199,KELT
 2455912.5943749998696148,      0.9967816,KELT
 2455912.6072519998997450,      0.9963504,KELT
 2455912.6178660001605749,      0.9699475,KELT
 2455912.6284839999862015,      0.9809713,KELT
 2455912.6390920002013445,      0.9909142,KELT
 2455912.6967859999276698,      0.9908291,KELT
 2455913.5299999997951090,      0.9120100,AAVSO
 2455916.5706190001219511,      1.0232552,KELT
 2455917.5649149999953806,      0.9996596,KELT
 2455920.5686599998734891,      1.0454525,KELT
 2455920.5793039998970926,      1.0353431,KELT
 2455920.5899510001763701,      1.0532801,KELT
 2455920.6006000000052154,      1.0705637,KELT
 2455920.6112409997731447,      1.0644969,KELT
 2455920.6218840000219643,      1.0409933,KELT
 2455920.6480499999597669,      1.0497608,KELT
 2455920.6609720000997186,      1.0116504,KELT
 2455920.6716220001690090,      1.0319108,KELT
 2455920.6822730000130832,      0.9808762,KELT
 2455920.6929250000976026,      1.0456977,KELT
 2455920.7013090001419187,      1.0404719,KELT
 2455920.7096910001710057,      1.0730466,KELT
 2455920.7155019999481738,      1.0323300,KELT
 2455920.7213110001757741,      1.0001160,KELT
 2455920.7271159999072552,      0.9957585,KELT
 2455920.7377619999460876,      1.0624835,KELT
 2455920.7484100000001490,      1.0132635,KELT
 2455922.5692270002327859,      1.0238971,KELT
 2455922.5798459998331964,      0.9423757,KELT
 2455922.5882040001451969,      1.0238026,KELT
 2455922.5988269997760653,      0.9682333,KELT
 2455922.6094410000368953,      0.9926685,KELT
 2455922.6200640001334250,      0.9681185,KELT
 2455922.6461640000343323,      0.9954382,KELT
 2455922.6590499999001622,      1.0131043,KELT
 2455922.6696739997714758,      1.0105879,KELT
 2455922.6802949998527765,      0.9794502,KELT
 2455922.6909210002049804,      1.0075866,KELT
 2455922.6992830000817776,      1.0135716,KELT
 2455922.7050769999623299,      0.9893876,KELT
 2455922.7108749998733401,      1.0017942,KELT
 2455922.7166650001890957,      0.9909737,KELT
 2455922.7224630001001060,      0.9719556,KELT
 2455922.7542940001003444,      1.0094258,KELT
 2455922.7649010000750422,      0.9596360,KELT
 2455923.5672380002215505,      0.9967816,KELT
 2455923.5756580000743270,      1.0248598,KELT
 2455923.5840349998325109,      0.9810348,KELT
 2455923.6931110001169145,      1.0028188,KELT
 2455924.5640569999814034,      0.9999276,KELT
 2455924.5689960001036525,      0.9696972,KELT
 2455924.5738389999605715,      0.9868698,KELT
 2455924.5786810000427067,      1.0207149,KELT
 2455924.5835270001552999,      1.0495906,KELT
 2455924.5883760000579059,      1.0267115,KELT
 2455924.5932220001704991,      1.0452894,KELT
 2455924.5980670000426471,      1.0374140,KELT
 2455924.6029130001552403,      1.0655259,KELT
 2455924.6077580000273883,      1.0306237,KELT
 2455924.6126049999147654,      1.0161270,KELT
 2455924.6359830000437796,      0.9750575,KELT
 2455924.6443770001642406,      1.0474432,KELT
 2455924.6527550001628697,      1.0122849,KELT
 2455924.6611319999210536,      1.0507964,KELT
 2455924.6695229997858405,      1.0278322,KELT
 2455924.6779209999367595,      1.0223948,KELT
 2455924.6863130000419915,      1.0303926,KELT
 2455924.6946990001015365,      0.9925635,KELT
 2455924.7005130001343787,      1.0079771,KELT
 2455924.7418390000239015,      1.0235718,KELT
 2455924.7524990001693368,      1.0115471,KELT
 2455924.7655070000328124,      1.0013148,KELT
 2455925.5862059998326004,      0.9221646,KELT
 2455925.5892570000141859,      0.9539468,KELT
 2455925.5941289998590946,      0.9472752,KELT
 2455925.5989979999139905,      0.9534023,KELT
 2455925.6038219998590648,      0.9553796,KELT
 2455925.6086479998193681,      0.9456707,KELT
 2455925.6425410001538694,      0.9525126,KELT
 2455925.6508960002101958,      0.9059884,KELT
 2455925.6592560000717640,      0.9353852,KELT
 2455925.6676119999028742,      0.9213455,KELT
 2455925.6759709999896586,      0.9648021,KELT
 2455925.6843309998512268,      0.9571463,KELT
 2455925.7290590000338852,      0.9137737,KELT
 2455925.7396769998595119,      0.9541014,KELT
 2455925.7502899998798966,      0.9436666,KELT
 2455925.7632459998130798,      0.9688721,KELT
 2455928.5090000000782311,      1.0964770,AAVSO
 2455935.7061700001358986,      0.6668073,Catalina
 2455935.7117300000973046,      0.6309576,Catalina
 2455935.7172699999064207,      0.6309576,Catalina
 2455935.7227900000289083,      0.5861383,Catalina
 2455939.2839999999850988,      1.0000000,AAVSO
 2455940.3349999999627471,      1.0000000,AAVSO
 2455941.3110000002197921,      1.0964770,AAVSO
 2455942.3050000001676381,      1.0000000,AAVSO
 2455943.3070000000298023,      1.0000000,AAVSO
 2455950.3330000001005828,      0.9120100,AAVSO
 2455951.6228800001554191,      0.9375623,Catalina
 2455951.6308399997651577,      0.9462378,Catalina
 2455951.6388400001451373,      0.9289662,Catalina
 2455951.6468000002205372,      0.9638295,Catalina
 2455952.6169560002163053,      0.9552093,KELT
 2455952.6227449998259544,      0.9353072,KELT
 2455952.6285350001417100,      0.9527667,KELT
 2455952.6343260002322495,      0.9579401,KELT
 2455952.6426740000024438,      0.9407069,KELT
 2455952.6532899998128414,      0.9381025,KELT
 2455952.6639120001345873,      0.9598119,KELT
 2455952.6745219998992980,      0.9325806,KELT
 2455952.6851360001601279,      0.9451275,KELT
 2455955.3009999999776483,      1.0964770,AAVSO
 2455958.6056300001218915,      0.9638295,Catalina
 2455958.6106799999251962,      1.0000000,Catalina
 2455958.6158799999393523,      1.0092534,Catalina
 2455958.6210900000296533,      1.0000000,Catalina
 2455959.3820000002160668,      1.0000000,AAVSO
 2455961.3259999998845160,      0.9120100,AAVSO
 2455962.6172000002115965,      1.1084052,KELT
 2455962.6216699997894466,      1.0444275,KELT
 2455962.6239069998264313,      1.1251186,KELT
 2455963.6113849999383092,      0.9664391,KELT
 2455963.6162089998833835,      1.0268384,KELT
 2455963.6210280000232160,      0.9674456,KELT
 2455963.6258490001782775,      1.0227618,KELT
 2455963.6306690000928938,      0.9918783,KELT
 2455963.6354860002174973,      0.9925450,KELT
 2455963.6403129999525845,      0.9726174,KELT
 2455963.6451369998976588,      0.9413392,KELT
 2455963.6499520000070333,      0.9864480,KELT
 2455963.6547719999216497,      0.9443009,KELT
 2455963.6595930000767112,      1.0487943,KELT
 2455967.6173029998317361,      0.8058357,KELT
 2455967.6279099998064339,      0.8342010,KELT
 2455967.6385209998115897,      0.8413537,KELT
 2455967.6514790002256632,      0.8855363,KELT
 2455968.6155699999071658,      0.2903612,KELT
 2455968.6261860001832247,      0.3358231,KELT
 2455968.6367990002036095,      0.4443839,KELT
 2455969.6200779997743666,      1.0508829,KELT
 2455969.6307350001297891,      1.0923107,KELT
 2455969.6459829998202622,      1.0607922,KELT
 2455970.6205460000783205,      1.0387300,KELT
 2455970.6311630001291633,      0.9841621,KELT
 2455971.6288250000216067,      0.9788547,KELT
 2455973.6216600001789629,      1.0727696,KELT
 2455976.3549999999813735,      1.0000000,AAVSO
